id,json,sql
308,"{""Plan"": {""Node Type"": ""Seq Scan"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 0.0, ""Total Cost"": 81003.13, ""Plan Rows"": 2501139, ""Plan Width"": 12, ""Actual Startup Time"": 0.025, ""Actual Total Time"": 371.827, ""Actual Rows"": 2504778, ""Actual Loops"": 1, ""Filter"": ""(keyword_id < 6139)"", ""Rows Removed by Filter"": 2019152}, ""Planning Time"": 1.706, ""Triggers"": [], ""Execution Time"": 429.579}",SELECT * FROM movie_keyword mk WHERE mk.keyword_id<6139;
309,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 32906.93, ""Total Cost"": 492866.43, ""Plan Rows"": 1642141, ""Plan Width"": 208, ""Actual Startup Time"": 504.874, ""Actual Total Time"": 6170.526, ""Actual Rows"": 10453544, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 31906.93, ""Total Cost"": 327652.33, ""Plan Rows"": 684225, ""Plan Width"": 208, ""Actual Startup Time"": 484.33, ""Actual Total Time"": 4541.382, ""Actual Rows"": 3484515, ""Actual Loops"": 3, ""Inner Unique"": false, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 31906.49, ""Total Cost"": 117629.7, ""Plan Rows"": 116588, ""Plan Width"": 134, ""Actual Startup Time"": 483.976, ""Actual Total Time"": 799.67, ""Actual Rows"": 140514, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(t.id = mc.movie_id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 49166.46, ""Plan Rows"": 1024394, ""Plan Width"": 94, ""Actual Startup Time"": 0.265, ""Actual Total Time"": 145.174, ""Actual Rows"": 818739, ""Actual Loops"": 3, ""Filter"": ""(production_year > 0)"", ""Rows Removed by Filter"": 24031, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 29470.77, ""Total Cost"": 29470.77, ""Plan Rows"": 119898, ""Plan Width"": 40, ""Actual Startup Time"": 139.393, ""Actual Total Time"": 139.393, ""Actual Rows"": 140807, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 8, ""Original Hash Batches"": 8, ""Peak Memory Usage"": 4416, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 7002.4, ""Total Cost"": 29470.77, ""Plan Rows"": 119898, ""Plan Width"": 40, ""Actual Startup Time"": 22.356, ""Actual Total Time"": 94.843, ""Actual Rows"": 140807, ""Actual Loops"": 3, ""Recheck Cond"": ""(company_id < 661)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(company_type_id = 1)"", ""Rows Removed by Filter"": 53717, ""Exact Heap Blocks"": 7380, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""company_id_movie_companies"", ""Startup Cost"": 0.0, ""Total Cost"": 6930.47, ""Plan Rows"": 588538, ""Plan Width"": 0, ""Actual Startup Time"": 39.606, ""Actual Total Time"": 39.606, ""Actual Rows"": 583572, ""Actual Loops"": 1, ""Index Cond"": ""(company_id < 661)"", ""Workers"": []}]}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_info"", ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 0.43, ""Total Cost"": 1.41, ""Plan Rows"": 39, ""Plan Width"": 74, ""Actual Startup Time"": 0.005, ""Actual Total Time"": 0.023, ""Actual Rows"": 25, ""Actual Loops"": 421542, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0, ""Workers"": []}]}]}, ""Planning Time"": 3.098, ""Triggers"": [], ""Execution Time"": 6429.844}","SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>0 AND mc.company_id<661 AND mc.company_type_id=1;"
310,"{""Plan"": {""Node Type"": ""Nested Loop"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 7.22, ""Total Cost"": 3028.33, ""Plan Rows"": 2, ""Plan Width"": 146, ""Actual Startup Time"": 3.822, ""Actual Total Time"": 20.015, ""Actual Rows"": 17, ""Actual Loops"": 1, ""Inner Unique"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 6.79, ""Total Cost"": 3014.6, ""Plan Rows"": 7, ""Plan Width"": 106, ""Actual Startup Time"": 3.767, ""Actual Total Time"": 19.802, ""Actual Rows"": 10, ""Actual Loops"": 1, ""Inner Unique"": true, ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 6.36, ""Total Cost"": 926.55, ""Plan Rows"": 249, ""Plan Width"": 12, ""Actual Startup Time"": 0.26, ""Actual Total Time"": 5.939, ""Actual Rows"": 1572, ""Actual Loops"": 1, ""Recheck Cond"": ""(keyword_id = 9980)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 1106, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 6.3, ""Plan Rows"": 249, ""Plan Width"": 0, ""Actual Startup Time"": 0.159, ""Actual Total Time"": 0.159, ""Actual Rows"": 1572, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id = 9980)""}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""title_pkey"", ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.43, ""Total Cost"": 8.39, ""Plan Rows"": 1, ""Plan Width"": 94, ""Actual Startup Time"": 0.009, ""Actual Total Time"": 0.009, ""Actual Rows"": 0, ""Actual Loops"": 1572, ""Index Cond"": ""(id = mk.movie_id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(production_year > 2012)"", ""Rows Removed by Filter"": 1}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 1.95, ""Plan Rows"": 1, ""Plan Width"": 40, ""Actual Startup Time"": 0.02, ""Actual Total Time"": 0.02, ""Actual Rows"": 2, ""Actual Loops"": 10, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""((company_id > 12788) AND (company_type_id = 2))"", ""Rows Removed by Filter"": 1}]}, ""Planning Time"": 2.819, ""Triggers"": [], ""Execution Time"": 20.081}","SELECT * FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>2012 AND mc.company_id>12788 AND mc.company_type_id=2 AND mk.keyword_id=9980;"
311,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 36896.92, ""Total Cost"": 179405.74, ""Plan Rows"": 569991, ""Plan Width"": 134, ""Actual Startup Time"": 476.619, ""Actual Total Time"": 869.0, ""Actual Rows"": 857942, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 35896.92, ""Total Cost"": 121406.64, ""Plan Rows"": 237496, ""Plan Width"": 134, ""Actual Startup Time"": 455.779, ""Actual Total Time"": 693.571, ""Actual Rows"": 285981, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(t.id = mc.movie_id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 46532.77, ""Plan Rows"": 1053477, ""Plan Width"": 94, ""Actual Startup Time"": 0.291, ""Actual Total Time"": 106.249, ""Actual Rows"": 842771, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 31072.22, ""Total Cost"": 31072.22, ""Plan Rows"": 237496, ""Plan Width"": 40, ""Actual Startup Time"": 126.907, ""Actual Total Time"": 126.908, ""Actual Rows"": 285981, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 16, ""Original Hash Batches"": 16, ""Peak Memory Usage"": 3232, ""Workers"": [], ""Plans"": [{""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Scan Direction"": ""Forward"", ""Index Name"": ""company_type_id_movie_companies"", ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.43, ""Total Cost"": 31072.22, ""Plan Rows"": 237496, ""Plan Width"": 40, ""Actual Startup Time"": 0.3, ""Actual Total Time"": 81.621, ""Actual Rows"": 285981, ""Actual Loops"": 3, ""Index Cond"": ""(company_type_id = 2)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(company_id > 13816)"", ""Rows Removed by Filter"": 158980, ""Workers"": []}]}]}]}, ""Planning Time"": 2.386, ""Triggers"": [], ""Execution Time"": 890.133}","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>13816 AND mc.company_type_id=2;"
312,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 36653.11, ""Total Cost"": 768360.41, ""Plan Rows"": 3261559, ""Plan Width"": 176, ""Actual Startup Time"": 338.861, ""Actual Total Time"": 7753.305, ""Actual Rows"": 2726265, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Nested Loop"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 35653.11, ""Total Cost"": 441204.51, ""Plan Rows"": 1358983, ""Plan Width"": 176, ""Actual Startup Time"": 323.919, ""Actual Total Time"": 7316.168, ""Actual Rows"": 908755, ""Actual Loops"": 3, ""Inner Unique"": false, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 35652.67, ""Total Cost"": 108343.34, ""Plan Rows"": 137574, ""Plan Width"": 134, ""Actual Startup Time"": 323.494, ""Actual Total Time"": 512.231, ""Actual Rows"": 46479, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(t.id = mc.movie_id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 530060, ""Plan Width"": 94, ""Actual Startup Time"": 0.288, ""Actual Total Time"": 147.603, ""Actual Rows"": 407178, ""Actual Loops"": 3, ""Filter"": ""((production_year < 2011) AND (kind_id = 7))"", ""Rows Removed by Filter"": 435593, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 30097.88, ""Total Cost"": 30097.88, ""Plan Rows"": 273423, ""Plan Width"": 40, ""Actual Startup Time"": 77.844, ""Actual Total Time"": 77.845, ""Actual Rows"": 218699, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 16, ""Original Hash Batches"": 16, ""Peak Memory Usage"": 2656, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 7890.1, ""Total Cost"": 30097.88, ""Plan Rows"": 273423, ""Plan Width"": 40, ""Actual Startup Time"": 7.874, ""Actual Total Time"": 43.72, ""Actual Rows"": 218699, ""Actual Loops"": 3, ""Recheck Cond"": ""(company_id > 53326)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 4545, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""company_id_movie_companies"", ""Startup Cost"": 0.0, ""Total Cost"": 7726.04, ""Plan Rows"": 656215, ""Plan Width"": 0, ""Actual Startup Time"": 22.497, ""Actual Total Time"": 22.497, ""Actual Rows"": 656098, ""Actual Loops"": 1, ""Index Cond"": ""(company_id > 53326)"", ""Workers"": []}]}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 2.15, ""Plan Rows"": 27, ""Plan Width"": 42, ""Actual Startup Time"": 0.04, ""Actual Total Time"": 0.142, ""Actual Rows"": 20, ""Actual Loops"": 139436, ""Index Cond"": ""(movie_id = t.id)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(person_id > 1111727)"", ""Rows Removed by Filter"": 8, ""Workers"": []}]}]}, ""Planning Time"": 3.329, ""Triggers"": [], ""Execution Time"": 7831.515}","SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year<2011 AND mc.company_id>53326 AND ci.person_id>1111727;"
313,"{""Plan"": {""Node Type"": ""Gather"", ""Parallel Aware"": false, ""Startup Cost"": 319280.62, ""Total Cost"": 401820.33, ""Plan Rows"": 286089, ""Plan Width"": 208, ""Actual Startup Time"": 1107.674, ""Actual Total Time"": 2905.073, ""Actual Rows"": 7324555, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 318280.62, ""Total Cost"": 372211.43, ""Plan Rows"": 119204, ""Plan Width"": 208, ""Actual Startup Time"": 1090.006, ""Actual Total Time"": 1771.418, ""Actual Rows"": 2441518, ""Actual Loops"": 3, ""Inner Unique"": false, ""Hash Cond"": ""(mc.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 0.0, ""Total Cost"": 29661.37, ""Plan Rows"": 1087137, ""Plan Width"": 40, ""Actual Startup Time"": 0.252, ""Actual Total Time"": 76.708, ""Actual Rows"": 869710, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 314128.71, ""Total Cost"": 314128.71, ""Plan Rows"": 115513, ""Plan Width"": 168, ""Actual Startup Time"": 833.79, ""Actual Total Time"": 834.064, ""Actual Rows"": 197407, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 64, ""Original Hash Batches"": 16, ""Peak Memory Usage"": 3072, ""Workers"": [], ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 71731.51, ""Total Cost"": 314128.71, ""Plan Rows"": 115513, ""Plan Width"": 168, ""Actual Startup Time"": 535.889, ""Actual Total Time"": 692.999, ""Actual Rows"": 197407, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 13281.8, ""Total Cost"": 238170.77, ""Plan Rows"": 496848, ""Plan Width"": 74, ""Actual Startup Time"": 37.005, ""Actual Total Time"": 152.846, ""Actual Rows"": 401570, ""Actual Loops"": 3, ""Recheck Cond"": ""(info_type_id > 18)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 12378, ""Lossy Heap Blocks"": 0, ""Workers"": [], ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""info_type_id_movie_info"", ""Startup Cost"": 0.0, ""Total Cost"": 12983.69, ""Plan Rows"": 1192434, ""Plan Width"": 0, ""Actual Startup Time"": 33.094, ""Actual Total Time"": 33.094, ""Actual Rows"": 1204709, ""Actual Loops"": 1, ""Index Cond"": ""(info_type_id > 18)"", ""Workers"": []}]}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 51800.15, ""Total Cost"": 51800.15, ""Plan Rows"": 244925, ""Plan Width"": 94, ""Actual Startup Time"": 185.357, ""Actual Total Time"": 185.358, ""Actual Rows"": 169136, ""Actual Loops"": 3, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 32, ""Original Hash Batches"": 32, ""Peak Memory Usage"": 2112, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 51800.15, ""Plan Rows"": 244925, ""Plan Width"": 94, ""Actual Startup Time"": 0.243, ""Actual Total Time"": 138.774, ""Actual Rows"": 169136, ""Actual Loops"": 3, ""Filter"": ""((kind_id < 7) AND (production_year > 1997))"", ""Rows Removed by Filter"": 673635, ""Workers"": []}]}]}]}]}]}, ""Planning Time"": 3.602, ""Triggers"": [], ""Execution Time"": 3082.341}","SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>1997 AND mi.info_type_id>18;"
314,"{""Plan"": {""Node Type"": ""Bitmap Heap Scan"", ""Parallel Aware"": false, ""Relation Name"": ""movie_companies"", ""Alias"": ""mc"", ""Startup Cost"": 135.24, ""Total Cost"": 17249.41, ""Plan Rows"": 11201, ""Plan Width"": 40, ""Actual Startup Time"": 0.395, ""Actual Total Time"": 2.564, ""Actual Rows"": 9842, ""Actual Loops"": 1, ""Recheck Cond"": ""(company_id > 225585)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 451, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""company_id_movie_companies"", ""Startup Cost"": 0.0, ""Total Cost"": 132.44, ""Plan Rows"": 11201, ""Plan Width"": 0, ""Actual Startup Time"": 0.356, ""Actual Total Time"": 0.356, ""Actual Rows"": 9842, ""Actual Loops"": 1, ""Index Cond"": ""(company_id > 225585)""}]}, ""Planning Time"": 1.699, ""Triggers"": [], ""Execution Time"": 2.809}",SELECT * FROM movie_companies mc WHERE mc.company_id>225585;
315,"{""Plan"": {""Node Type"": ""Hash Join"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 141892.15, ""Total Cost"": 237200.53, ""Plan Rows"": 1328341, ""Plan Width"": 106, ""Actual Startup Time"": 768.628, ""Actual Total Time"": 1999.511, ""Actual Rows"": 1248879, ""Actual Loops"": 1, ""Inner Unique"": true, ""Hash Cond"": ""(mk.movie_id = t.id)"", ""Plans"": [{""Node Type"": ""Bitmap Heap Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""movie_keyword"", ""Alias"": ""mk"", ""Startup Cost"": 18861.05, ""Total Cost"": 63877.34, ""Plan Rows"": 1644983, ""Plan Width"": 12, ""Actual Startup Time"": 58.195, ""Actual Total Time"": 258.471, ""Actual Rows"": 1645753, ""Actual Loops"": 1, ""Recheck Cond"": ""(keyword_id < 2499)"", ""Rows Removed by Index Recheck"": 0, ""Exact Heap Blocks"": 24316, ""Lossy Heap Blocks"": 0, ""Plans"": [{""Node Type"": ""Bitmap Index Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Index Name"": ""keyword_id_movie_keyword"", ""Startup Cost"": 0.0, ""Total Cost"": 18449.8, ""Plan Rows"": 1644983, ""Plan Width"": 0, ""Actual Startup Time"": 55.882, ""Actual Total Time"": 55.883, ""Actual Rows"": 1645753, ""Actual Loops"": 1, ""Index Cond"": ""(keyword_id < 2499)""}]}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Startup Cost"": 67602.3, ""Total Cost"": 67602.3, ""Plan Rows"": 2041664, ""Plan Width"": 94, ""Actual Startup Time"": 708.712, ""Actual Total Time"": 708.713, ""Actual Rows"": 2032439, ""Actual Loops"": 1, ""Hash Buckets"": 32768, ""Original Hash Buckets"": 32768, ""Hash Batches"": 128, ""Original Hash Batches"": 128, ""Peak Memory Usage"": 2023, ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 67602.3, ""Plan Rows"": 2041664, ""Plan Width"": 94, ""Actual Startup Time"": 0.018, ""Actual Total Time"": 340.679, ""Actual Rows"": 2032439, ""Actual Loops"": 1, ""Filter"": ""(production_year > 1973)"", ""Rows Removed by Filter"": 495873}]}]}, ""Planning Time"": 2.224, ""Triggers"": [], ""Execution Time"": 2029.711}","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1973 AND mk.keyword_id<2499;"
316,"{""Plan"": {""Node Type"": ""Index Scan"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""role_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 711871.76, ""Plan Rows"": 11285242, ""Plan Width"": 42, ""Actual Startup Time"": 120.758, ""Actual Total Time"": 3399.959, ""Actual Rows"": 17601365, ""Actual Loops"": 1, ""Index Cond"": ""(role_id > 1)"", ""Rows Removed by Index Recheck"": 0, ""Filter"": ""(person_id > 1856563)"", ""Rows Removed by Filter"": 5972291}, ""Planning Time"": 1.691, ""Triggers"": [], ""Execution Time"": 3806.708}",SELECT * FROM cast_info ci WHERE ci.person_id>1856563 AND ci.role_id>1;
317,"{""Plan"": {""Node Type"": ""Nested Loop"", ""Parallel Aware"": false, ""Join Type"": ""Inner"", ""Startup Cost"": 50424.12, ""Total Cost"": 817383.07, ""Plan Rows"": 4152139, ""Plan Width"": 210, ""Actual Startup Time"": 156.391, ""Actual Total Time"": 20091.639, ""Actual Rows"": 11160062, ""Actual Loops"": 1, ""Inner Unique"": false, ""Join Filter"": ""(t.id = ci.movie_id)"", ""Rows Removed by Join Filter"": 0, ""Plans"": [{""Node Type"": ""Gather"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": false, ""Startup Cost"": 50423.68, ""Total Cost"": 319446.57, ""Plan Rows"": 289839, ""Plan Width"": 168, ""Actual Startup Time"": 154.518, ""Actual Total Time"": 214.82, ""Actual Rows"": 277213, ""Actual Loops"": 1, ""Workers Planned"": 2, ""Workers Launched"": 2, ""Single Copy"": false, ""Plans"": [{""Node Type"": ""Hash Join"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Join Type"": ""Inner"", ""Startup Cost"": 49423.68, ""Total Cost"": 289462.67, ""Plan Rows"": 120766, ""Plan Width"": 168, ""Actual Startup Time"": 134.781, ""Actual Total Time"": 1201.329, ""Actual Rows"": 92404, ""Actual Loops"": 3, ""Inner Unique"": true, ""Hash Cond"": ""(mi.movie_id = t.id)"", ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""movie_info"", ""Alias"": ""mi"", ""Startup Cost"": 0.0, ""Total Cost"": 223809.72, ""Plan Rows"": 6182572, ""Plan Width"": 74, ""Actual Startup Time"": 0.416, ""Actual Total Time"": 479.524, ""Actual Rows"": 4945240, ""Actual Loops"": 3, ""Workers"": []}, {""Node Type"": ""Hash"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": true, ""Startup Cost"": 49166.46, ""Total Cost"": 49166.46, ""Plan Rows"": 20578, ""Plan Width"": 94, ""Actual Startup Time"": 132.847, ""Actual Total Time"": 132.847, ""Actual Rows"": 16855, ""Actual Loops"": 3, ""Hash Buckets"": 65536, ""Original Hash Buckets"": 65536, ""Hash Batches"": 1, ""Original Hash Batches"": 1, ""Peak Memory Usage"": 6464, ""Workers"": [], ""Plans"": [{""Node Type"": ""Seq Scan"", ""Parent Relationship"": ""Outer"", ""Parallel Aware"": true, ""Relation Name"": ""title"", ""Alias"": ""t"", ""Startup Cost"": 0.0, ""Total Cost"": 49166.46, ""Plan Rows"": 20578, ""Plan Width"": 94, ""Actual Startup Time"": 0.25, ""Actual Total Time"": 128.892, ""Actual Rows"": 16855, ""Actual Loops"": 3, ""Filter"": ""(production_year = 1999)"", ""Rows Removed by Filter"": 825916, ""Workers"": []}]}]}]}, {""Node Type"": ""Index Scan"", ""Parent Relationship"": ""Inner"", ""Parallel Aware"": false, ""Scan Direction"": ""Forward"", ""Index Name"": ""movie_id_cast_info"", ""Relation Name"": ""cast_info"", ""Alias"": ""ci"", ""Startup Cost"": 0.44, ""Total Cost"": 1.22, ""Plan Rows"": 40, ""Plan Width"": 42, ""Actual Startup Time"": 0.005, ""Actual Total Time"": 0.063, ""Actual Rows"": 40, ""Actual Loops"": 277213, ""Index Cond"": ""(movie_id = mi.movie_id)"", ""Rows Removed by Index Recheck"": 0}]}, ""Planning Time"": 3.172, ""Triggers"": [], ""Execution Time"": 20401.723}","SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1999;"
